DOC_ID,MENU_ID
841,9
842,20
843,8
843,12
843,20
843,21
844,10
845,10
846,9
847,10
848,10
849,10
850,10
851,9
852,10
853,10
854,10
855,9
856,25
857,25
858,25
859,25
860,25
861,25
862,25
863,25
864,25
865,11
866,11
867,11
868,25
869,25
870,25
871,25
872,25
873,25
874,25
875,25
876,25
877,25
879,25
880,25
881,25
882,25
883,25
884,10
885,10
886,10
887,10
888,10
889,10
890,10
891,9
892,10
893,10
894,10
895,10
896,10
897,10
898,10
899,10
900,10
901,10
902,9
903,20
904,21
